BAD;CLAGE;CLNO;DEBTINC;DELINQ;DEROG;JOB;LOAN;MORTDUE;NINQ;REASON;VALUE;YOJ;CPF
1;154,2;26;;0;0;Self;9900;21400;2;DebtCon;36600;2;119.592.291-1703
0;256,6805838;12;24,49628632;0;0;Other;9900;8673;0;DebtCon;37244;4;110.294.129-1639
0;130,7663862;14;25,6226109;0;0;ProfExe;9900;117003;0;HomeImp;219783;1;119.592.291-1704
1;94,80523575;12;38,2113051;0;2;Mgr;9900;71371;0;DebtCon;84865;0;110.294.129-1640
0;85,80147612;15;24,59499257;0;0;Office;9900;55231;2;DebtCon;78708;4;119.592.291-1705
0;210,4355336;10;25,04210854;0;0;ProfExe;9900;47367;0;DebtCon;114837;4;110.294.129-1641
0;126,9393774;15;27,99205166;0;0;ProfExe;9900;108155;1;HomeImp;219936;2;119.592.291-1706
0;246,0947649;36;17,25711715;0;0;Office;9900;74009;0;DebtCon;108371;1;110.294.129-1642
0;133,3657906;26;33,59171631;0;0;ProfExe;9900;82697;0;DebtCon;100689;3;119.592.291-1707
0;203,0239914;17;34,55330539;0;0;Other;9900;47865;0;HomeImp;88105;18;110.294.129-1643
0;3,04438414;8;21,05764132;0;0;Self;9900;84920;;HomeImp;201713;13;119.592.291-1708
0;105,9346916;11;40,70254787;4;;Mgr;9900;54961;2;DebtCon;70609;6;110.294.129-1644
0;244,3652465;11;25,00396549;0;0;ProfExe;9900;26427;0;HomeImp;87134;20;119.592.291-1709
1;145,7657738;9;24,60512881;0;1;Other;9900;23767;0;DebtCon;39293;5;110.294.129-1645
0;60,6344698;9;31,68813428;0;0;Mgr;9900;31244;1;HomeImp;44138;14;119.592.291-1710
0;111,9988549;11;39,87034036;3;;Mgr;9900;55342;1;DebtCon;72357;7;110.294.129-1646
1;288,3950585;19;30,77602786;2;0;Office;9900;59206;1;HomeImp;75690;6;119.592.291-1711
0;319,6519713;37;35,76942543;0;0;Office;9900;83821;1;HomeImp;124527;30;110.294.129-1647
0;183,6666667;30;;3;2;Office;10000;63218;3;DebtCon;76500;5;119.592.291-1712
1;179,1;31;;1;0;Other;10000;48300;2;;74600;14;110.294.129-1648
1;144,4228889;18;31,5390134;0;0;Other;10000;34350;0;DebtCon;54146;3;119.592.291-1713
0;171,4666667;22;;0;0;Other;10000;75976;5;DebtCon;91000;10,5;110.294.129-1649
0;237,6478941;32;42,33557351;0;0;Office;10000;68807;0;HomeImp;76581;14;119.592.291-1714
0;309,2644975;12;34,48718804;0;2;Other;10000;;2;HomeImp;56475;9;110.294.129-1650
0;341,9449756;37;35,24889763;0;0;Office;10000;84580;2;HomeImp;118924;31;119.592.291-1715
0;;;15,59729023;;;;10000;;;;49266;;110.294.129-1651
0;157,2436625;11;31,62682193;0;0;;10000;59828;1;DebtCon;72489;18;119.592.291-1716
1;97,96666667;21;;0;0;Mgr;10000;22000;0;HomeImp;41250;5;110.294.129-1652
1;91,96666667;17;;1;0;Other;10000;86000;3;DebtCon;111000;6,5;119.592.291-1717
1;165,9666667;9;;0;0;ProfExe;10000;26197;2;HomeImp;46600;9;110.294.129-1653
1;326,1333333;17;;3;0;Self;10000;;4;HomeImp;25010;5;119.592.291-1718
1;160,3333333;11;;0;0;Self;10000;20500;2;HomeImp;54600;15;110.294.129-1654
1;;;;;;Other;10000;;;HomeImp;;;119.592.291-1719
1;75,86666667;5;;0;0;ProfExe;10000;186000;;HomeImp;225750;2;110.294.129-1655
1;28,96666667;12;;0;0;Other;10000;28000;4;HomeImp;73250;2;119.592.291-1720
1;106,8333333;36;;0;0;ProfExe;10000;57238;0;DebtCon;101500;10;110.294.129-1656
1;172,0333333;16;;0;0;Other;10000;31253;0;DebtCon;65450;21;119.592.291-1721
1;91,13333333;6;;1;0;Other;10000;27000;0;HomeImp;54300;0,3;110.294.129-1657
1;88,53333333;15;;1;0;Other;10000;53297;2;HomeImp;74925;14;119.592.291-1722
0;261,8;14;;0;0;Other;10000;7718;0;DebtCon;77750;8;110.294.129-1658
0;171,7666667;35;;;;Other;10000;63005;;DebtCon;78500;3;119.592.291-1723
0;209,9666667;16;;0;0;Other;10000;87579;3;DebtCon;105000;13;110.294.129-1659
0;165,4333333;9;;;;Mgr;10000;;;HomeImp;42497;6;119.592.291-1724
0;232,3333333;29;;1;0;Office;10000;32000;1;DebtCon;59000;24;110.294.129-1660
0;;;;;;Mgr;10000;31000;;DebtCon;58240;;119.592.291-1725
0;165,7148936;34;;0;0;ProfExe;10000;71000;0;HomeImp;97875;8;110.294.129-1661
0;215,0333333;29;;0;0;Office;10000;66000;3;DebtCon;89145;9;119.592.291-1726
0;136,9;35;;0;0;Sales;10000;59764;0;DebtCon;77870;7;110.294.129-1662
0;346,9666667;16;;1;0;Office;10000;124000;0;HomeImp;192000;0;119.592.291-1727
0;176,5333333;28;;2;0;ProfExe;10000;80000;0;HomeImp;107900;12;110.294.129-1663
0;121,7333333;23;;1;0;Other;10000;34767;0;HomeImp;51000;23;119.592.291-1728
0;206,9666667;5;;0;0;;10000;;1;HomeImp;23400;28;110.294.129-1664
0;257,7;27;;0;0;Other;10000;57068;0;;72000;12;119.592.291-1729
0;247,5666667;11;;0;0;Other;10000;22068;0;HomeImp;49600;0,9;110.294.129-1665
0;419,0333333;43;;1;0;ProfExe;10000;131589;1;HomeImp;156000;5;119.592.291-1730
0;192,7666667;56;;0;0;Office;10000;147234;1;HomeImp;175300;6;110.294.129-1666
0;185,7;13;;2;0;Other;10000;48041;0;HomeImp;76050;3;119.592.291-1731
0;72,03333333;20;;0;0;ProfExe;10000;78000;1;HomeImp;97400;1;110.294.129-1667
0;148,1666667;13;;0;0;Office;10000;64320;1;DebtCon;102375;10;119.592.291-1732
0;258,7333333;16;;0;1;Office;10000;96000;0;;112200;16;110.294.129-1668
0;182,6333333;18;;0;0;ProfExe;10000;88777,5;2;DebtCon;112014;13;119.592.291-1733
0;398,8;12;;2;0;ProfExe;10000;10000;1;DebtCon;68250;20;110.294.129-1669
1;31,4;5;;0;1;Mgr;10000;42300;3;DebtCon;;11;119.592.291-1734
1;234,3333333;17;;3;3;Other;10000;5200;3;HomeImp;53095;5;110.294.129-1670
1;186;10;;2;0;Office;10000;19225,53;1;HomeImp;35500;5;119.592.291-1735
1;97,4;30;;1;;Other;10000;62000;4;DebtCon;80000;5;110.294.129-1671
1;20,23333333;6;;0;0;Office;10000;41741;2;DebtCon;56000;3;119.592.291-1736
1;80,1;12;;1;0;Office;10000;46946;1;HomeImp;65000;7,2;110.294.129-1672
1;171,4333333;24;;0;0;Mgr;10000;75000;0;HomeImp;103600;17,6;119.592.291-1737
1;;;;;;Other;10000;59929;;DebtCon;;5;110.294.129-1673
1;80,1;21;;0;0;Office;10000;99600;3;DebtCon;125500;8;119.592.291-1738
1;205,9666667;23;;0;0;ProfExe;10000;122800;1;HomeImp;151500;2;110.294.129-1674
1;190,7333333;12;;3;0;Other;10000;49000;1;HomeImp;70000;;119.592.291-1739
1;194,8;39;;2;2;Other;10000;48840;0;HomeImp;58740;15;110.294.129-1675
1;79,1;9;;0;3;Other;10000;13161;2;DebtCon;37700;;119.592.291-1740
1;325,6333333;24;;0;0;Sales;10000;84000;1;DebtCon;132965;30;110.294.129-1676
1;275,9;19;;0;0;Other;10000;42321;0;DebtCon;53800;4;119.592.291-1741
1;26,36666667;2;;0;0;Other;10000;65000;3;DebtCon;80000;2;110.294.129-1677
1;205,2333333;26;;10;;Other;10000;76700;3;DebtCon;97800;25;119.592.291-1742
1;152,1333333;51;;1;3;Other;10000;59543;2;DebtCon;86800;9;110.294.129-1678
1;132,9;29;;4;9;Mgr;10000;52410;4;;54500;1;119.592.291-1743
1;15,23333333;1;;0;2;Other;10000;50070;0;HomeImp;60670;5;110.294.129-1679
1;268,8333333;16;;0;0;Other;10000;16288;1;DebtCon;48600;24;119.592.291-1744
1;122,8333333;17;;1;5;Office;10000;69727;;HomeImp;90312;4,5;110.294.129-1680
1;205,0666667;39;;5;4;Mgr;10000;;2;HomeImp;65088;3,5;119.592.291-1745
1;285,1;7;;0;0;ProfExe;10000;;2;DebtCon;79500;19;110.294.129-1681
1;108,9333333;31;;2;2;Other;10000;;3;;;15;119.592.291-1746
1;123,7666667;22;;3;1;Other;10000;91000;2;DebtCon;110000;16;110.294.129-1682
1;112,6;15;;0;0;ProfExe;10000;66399;0;;78000;0,9;119.592.291-1747
1;90,3;4;;0;2;ProfExe;10000;90700;1;DebtCon;123370;15;110.294.129-1683
1;288,1666667;3;;0;0;Other;10000;34900;1;HomeImp;48000;3;119.592.291-1748
0;337,6899717;16;41,44750595;1;0;Office;10000;127319;0;HomeImp;194992;1;110.294.129-1684
0;104,6952407;12;39,04935922;1;0;Office;10000;48769;3;DebtCon;65328;4;119.592.291-1749
0;421,3628722;42;30,6069987;1;0;ProfExe;10000;133879;1;HomeImp;157446;6;110.294.129-1685
1;118,6666667;15;;0;0;Other;10000;36000;6;DebtCon;68800;13;119.592.291-1750
0;207,6173064;31;38,86794908;0;0;ProfExe;10000;64375;3;DebtCon;72418;14;110.294.129-1686
0;160,6678931;19;33,92004439;1;0;Self;10000;114643;0;DebtCon;130127;5;119.592.291-1751
0;;;25,77278284;;;;10000;;;;69502;;110.294.129-1687
0;84,12345095;12;31,26731878;0;0;Other;10000;41949;0;DebtCon;51684;15;119.592.291-1752
0;123,1691828;14;27,84508378;0;0;ProfExe;10100;114590;0;HomeImp;215784;2;110.294.129-1688
0;234,5917784;18;36,59466404;1;0;Mgr;10100;45493;0;HomeImp;54605;21;119.592.291-1753
0;219,3852784;16;40,75164798;0;0;Other;10100;87942;2;DebtCon;106000;13;110.294.129-1689
0;67,38706567;3;35,69019304;0;0;Other;10100;32608;0;HomeImp;47377;9;119.592.291-1754
0;203,6995629;29;37,66930513;1;1;Office;10100;66393;3;DebtCon;85605;6;110.294.129-1690
1;122,3;5;;0;1;Other;10100;;1;DebtCon;25300;;119.592.291-1755
0;131,4041801;35;28,44381048;0;0;Sales;10100;68240;0;DebtCon;84067;8;110.294.129-1691
0;73,16044771;23;38,33125572;0;0;Mgr;10100;81263;1;DebtCon;98536;1;119.592.291-1756
0;66,35759046;23;35,2377013;0;0;ProfExe;10100;137299;2;DebtCon;200339;0;110.294.129-1692
0;220,7609123;36;24,01951269;4;0;Other;10100;47426;0;DebtCon;68820;16;119.592.291-1757
0;189,9245224;24;34,61045543;3;0;Other;10100;57881;1;HomeImp;69554;29;110.294.129-1693
1;128,8666667;24;;4;;Other;10100;60200;5;DebtCon;74000;4;119.592.291-1758
0;170,7224523;34;29,20675283;;;Other;10100;68820;;DebtCon;78830;2;110.294.129-1694
0;77,11709066;8;25,04259669;0;0;Office;10100;73174;0;DebtCon;91101;14;119.592.291-1759
0;252,2528926;16;38,7274173;1;0;Other;10100;54873;1;HomeImp;73085;5;110.294.129-1695
0;91,09579488;20;37,13310754;0;0;Other;10100;49683;0;DebtCon;55728;0;119.592.291-1760
0;205,7371252;15;30,79876353;0;0;;10100;72136;0;DebtCon;89437;5;110.294.129-1696
0;175,5555713;29;26,900321;0;1;Other;10100;55559;0;HomeImp;89231;16;119.592.291-1761
0;199,3505297;20;32,03362879;0;0;Other;10100;126358;1;DebtCon;180305;8;110.294.129-1697
0;244,6243676;15;38,11730639;1;0;Other;10100;58446;1;HomeImp;71145;4;119.592.291-1762
0;99,81625825;7;38,37053971;0;0;Other;10100;63283;1;HomeImp;82912;0;110.294.129-1698
0;85,63523503;14;24,53432507;0;0;Office;10100;55738;1;DebtCon;73266;5;119.592.291-1763
0;206,799179;16;40,56989706;0;0;Other;10100;93085;3;DebtCon;110069;13;110.294.129-1699
0;189,3663073;56;33,97122188;0;0;Office;10100;154005;0;HomeImp;175684;4;119.592.291-1764
0;;;22,51968544;;;;10100;;;;69451;;110.294.129-1700
0;191,7333333;13;;0;1;Other;10200;44000;2;DebtCon;57000;0;119.592.291-1765
0;;;33,6664545;;;;10200;9078;;;35261;;110.294.129-1701
0;263,2869775;16;36,82778595;0;0;Office;10200;102281;0;;114277;15;119.592.291-1766
0;153,1181363;15;25,1199559;;;Other;10200;70882;3;DebtCon;98154;16;110.294.129-1702
1;122,8439512;36;36,12288591;8;0;ProfExe;10200;69116;0;HomeImp;105228;12;119.592.291-1767
0;107,5285598;32;40,28097486;0;0;Other;10200;82630;1;DebtCon;99250;1;110.294.129-1703
0;190,9459308;17;28,64082373;0;0;Mgr;10200;55539;1;DebtCon;65357;5;119.592.291-1768
0;116,6793672;23;42,77564391;;;Mgr;10200;51108;;DebtCon;68673;6;110.294.129-1704
0;237,9481372;32;36,40094666;0;0;ProfExe;10200;59907;2;DebtCon;71580;14;119.592.291-1769
0;104,8350719;32;38,37611263;0;0;Other;10200;84196;1;DebtCon;91642;1;110.294.129-1705
1;118,6957855;23;;3;0;Other;10200;52310;2;DebtCon;74117;13;119.592.291-1770
0;100,6296635;34;37,36151357;0;0;ProfExe;10200;77571;0;HomeImp;102732;6;110.294.129-1706
0;125,2948667;23;42,50461354;;;Mgr;10200;60180;;DebtCon;72370;5;119.592.291-1771
0;170,2818825;29;38,62337208;2;1;Office;10200;71111;2;DebtCon;80385;4;110.294.129-1707
0;113,6333333;24;;0;0;Office;10200;54900;0;DebtCon;79000;14;119.592.291-1772
0;364,4309474;22;16,06424538;0;2;Other;10200;8907;1;HomeImp;59814;7;110.294.129-1708
0;115,7806282;25;22,31370515;0;1;;10200;46140;1;DebtCon;56206;8;119.592.291-1773
1;89,35547488;7;39,15104729;1;1;Other;10200;48670;;HomeImp;90444;;110.294.129-1709
0;193,5089634;16;29,08799472;0;0;;10200;73157;0;DebtCon;83858;3;119.592.291-1774
0;164,3178964;21;38,72132161;0;1;Other;10200;78628;6;DebtCon;92090;10;110.294.129-1710
0;;;35,34785382;;;Mgr;10200;38223;;DebtCon;60728;;119.592.291-1775
0;148,7044776;11;34,47220461;0;0;;10200;61179;1;DebtCon;69591;18;110.294.129-1711
0;92,90754834;3;36,84535669;0;0;Other;10200;34522;0;HomeImp;43076;9;119.592.291-1776
1;149,8746257;26;43,19724206;0;0;Self;10200;29581;2;DebtCon;39992;3;110.294.129-1712
0;259,1638196;14;21,25349814;0;0;Other;10200;16322;0;DebtCon;86505;8;119.592.291-1777
0;158,1858039;12;32,49748842;0;0;;10200;57142;1;DebtCon;72664;19;110.294.129-1713
0;168,7498211;21;39,69842981;0;0;Other;10200;80969;4;DebtCon;100937;9;119.592.291-1778
0;181,542927;27;35,03165088;1;0;ProfExe;10200;86400;0;HomeImp;113698;11;110.294.129-1714
0;218,4817546;36;36,18219201;0;0;Other;10200;65803;0;HomeImp;85155;15;119.592.291-1779
0;95,35537249;33;39,3913652;0;0;ProfExe;10200;79257;0;HomeImp;105912;3;110.294.129-1715
0;347,2450131;6;37,77468156;0;0;Other;10200;;0;HomeImp;64377;;119.592.291-1780
0;251,5333333;37;;0;0;Office;10300;61000;4;DebtCon;75000;12;110.294.129-1716
1;58,89568589;7;57,99501862;0;0;Other;10300;70147;0;HomeImp;122124;1;119.592.291-1781
0;189,6952729;13;29,13369741;1;0;Other;10300;54925;0;HomeImp;84078;2;110.294.129-1717
0;203,7327626;16;34,43524605;0;0;Other;10300;51787;0;HomeImp;86200;17;119.592.291-1782
0;87,82534618;9;24,47937322;0;0;Office;10300;79243;0;DebtCon;89840;16;110.294.129-1718
0;380,2780405;7;36,73982022;0;0;Other;10300;;0;HomeImp;69085;;119.592.291-1783
0;184,7884163;13;29,14003137;0;0;Other;10300;46609;2;DebtCon;63812;1;110.294.129-1719
0;85,01005286;14;27,76943894;0;0;Office;10300;58572;2;DebtCon;75946;5;119.592.291-1784
0;165,5531992;9;23,88633081;;;Mgr;10300;;;HomeImp;50548;5;110.294.129-1720
0;163,0891482;21;37,97305537;0;0;Office;10300;50714;1;DebtCon;56088;1;119.592.291-1785
0;190,648145;17;34,19289159;0;0;Other;10300;65382;1;DebtCon;73817;1;110.294.129-1721
0;217,2353212;28;41,51130079;0;0;Office;10300;74624;3;DebtCon;96697;7;119.592.291-1786
0;133,7905101;25;34,88723609;0;0;ProfExe;10300;75483;0;DebtCon;99345;3;110.294.129-1722
0;109,3246387;34;37,29182499;1;0;Other;10300;45275;3;HomeImp;62724;11;119.592.291-1787
0;157,5196371;11;33,99236607;0;0;;10300;57676;1;DebtCon;71027;19;110.294.129-1723
0;222,3648894;36;34,92598425;0;0;Other;10300;59340;1;HomeImp;84708;13;119.592.291-1788
0;82,50744621;24;39,53698719;0;0;Mgr;10300;82889;2;DebtCon;97189;2;110.294.129-1724
0;184,3457508;24;34,63423561;3;1;Other;10300;56127;0;HomeImp;72294;28;119.592.291-1789
0;220,8259789;15;30,633131;0;0;;10300;65876;0;DebtCon;80064;3;110.294.129-1725
0;243,6309162;16;36,57444189;0;0;Other;10300;57902;1;HomeImp;74355;4;119.592.291-1790
1;99,43333333;32;;1;0;Other;10300;39893;2;DebtCon;55000;1,5;110.294.129-1726
0;306,9922054;12;34,48387841;0;1;Other;10300;;2;HomeImp;51053;10;119.592.291-1791
0;85,68120512;20;39,53639781;0;0;Other;10300;44941;0;DebtCon;60694;2;110.294.129-1727
0;182,0920717;17;33,69078564;0;0;Other;10400;63505;2;DebtCon;75811;3;119.592.291-1792
0;241,5141532;31;45,56984265;0;0;Office;10400;66044;0;HomeImp;83531;12;110.294.129-1728
0;47,61067763;24;38,88482776;0;0;ProfExe;10400;62442;1;DebtCon;73197;8;119.592.291-1793
0;260,7972622;27;27,94286603;0;0;Other;10400;63626;0;;79477;12;110.294.129-1729
0;190,0848295;28;24,60265855;0;0;Other;10400;56610;0;HomeImp;86831;19;119.592.291-1794
0;;;36,90541431;;;Other;10400;21235;;DebtCon;40116;3;110.294.129-1730
0;245,0180119;37;41,42384413;0;0;Office;10400;64904;4;DebtCon;76767;11;119.592.291-1795
0;188,7800761;30;39,69998046;3;2;Office;10400;64336;2;DebtCon;77564;4;110.294.129-1731
0;88,67732862;11;31,05643679;0;0;Other;10400;37233;0;DebtCon;52320;15;119.592.291-1796
0;176,6568946;12;30,67420529;1;0;Other;10400;57816;0;HomeImp;82047;3;110.294.129-1732
1;132,3666667;16;;0;0;Other;10400;51200;0;DebtCon;76125;12;119.592.291-1797
0;231,6054114;18;36,43973673;0;1;Mgr;10400;39821;1;HomeImp;54040;21;110.294.129-1733
0;167,4225397;21;41,97487828;0;0;Other;10400;78320;4;DebtCon;100017;10;119.592.291-1798
1;105,0748016;15;41,26235347;0;0;Other;10400;42714;6;DebtCon;72322;12;110.294.129-1734
0;166,3741502;20;34,53641174;0;0;Office;10400;45710;0;DebtCon;55299;0;119.592.291-1799
0;396,9262645;11;20,29198894;1;0;ProfExe;10400;11426;1;DebtCon;69294;20;110.294.129-1735
0;308,2132622;13;34,40894842;0;0;Other;10500;;2;HomeImp;53907;10;119.592.291-1800
0;122,4960779;34;36,73687075;0;0;Other;10500;60145;0;HomeImp;63268;4;110.294.129-1736
0;157,2465503;11;33,55631225;0;0;;10500;64295;0;DebtCon;73594;19;119.592.291-1801
0;182,3539;55;34,98345933;0;0;Office;10500;154434;1;HomeImp;179486;5;110.294.129-1737
0;66,54105782;20;42,33212434;0;0;Other;10500;64331;1;HomeImp;65040;4;119.592.291-1802
0;367,2308638;7;36,84217463;0;0;Other;10500;;0;HomeImp;73388;;110.294.129-1738
0;258,5549278;14;20,26019805;0;0;Other;10500;13694;0;DebtCon;87580;8;119.592.291-1803
0;152,2333333;29;;1;;Other;10500;26000;7;DebtCon;39000;9;110.294.129-1739
0;206,212228;15;37,86494621;0;0;Other;10500;88829;3;DebtCon;114962;13;119.592.291-1804
0;83,5030948;11;37,09841345;0;0;Office;10500;53537;2;DebtCon;66674;4;110.294.129-1740
0;187,7134862;22;27,86112392;0;0;Mgr;10500;41467;0;DebtCon;58329;2;119.592.291-1805
1;94,59842526;21;45,46476584;0;0;Other;10500;57880;8;DebtCon;66802;2;110.294.129-1741
0;305,556928;10;32,1779167;2;0;Other;10500;63130;0;DebtCon;71387;3;119.592.291-1806
0;158,2666667;35;;0;0;ProfExe;10500;57372;2;DebtCon;67960;1,5;110.294.129-1742
1;;;;;;Other;10500;;;HomeImp;18600;24;119.592.291-1807
0;138,0333333;27;;0;0;Mgr;10500;74000;2;DebtCon;89000;6;110.294.129-1743
1;70,03333333;24;;1;0;Other;10500;41500;2;DebtCon;56247;8;119.592.291-1808
0;241,4604126;19;23,23703502;0;0;Other;10500;30922;0;;57682;30;110.294.129-1744
0;97,31940617;8;27,32239655;0;0;Office;10500;69656;0;DebtCon;88198;15;119.592.291-1809
1;120,8;15;;;4;ProfExe;10500;89000;2;HomeImp;268000;;110.294.129-1745
0;84,55110419;12;32,34295932;0;0;Other;10500;42003;0;DebtCon;53754;16;119.592.291-1810
0;89,06269877;33;38,44765886;0;0;ProfExe;10500;76729;1;HomeImp;102287;5;110.294.129-1746
0;164,3308981;34;32,3751491;0;0;ProfExe;10500;74814;0;HomeImp;98132;8;119.592.291-1811
1;108,2754232;22;47,07928537;0;0;Other;10500;55267;8;DebtCon;65160;1;110.294.129-1747
0;117,0523947;26;21,44628171;0;0;;10500;47483;0;DebtCon;53877;9;119.592.291-1812
0;245,1308598;32;36,35032943;0;0;Other;10500;34044;1;DebtCon;55784;10;110.294.129-1748
0;;;34,34585989;;;;10500;12630;;;32220;;119.592.291-1813
0;230,7211544;10;25,75301023;0;0;ProfExe;10500;27180;0;HomeImp;86978;22;110.294.129-1749
0;103,0142897;23;37,3100061;0;0;Other;10600;47701;0;DebtCon;66500;10;119.592.291-1814
0;;;37,54125788;;;Mgr;10600;37742;;DebtCon;64334;;110.294.129-1750
0;64,06673554;19;34,10469706;0;0;ProfExe;10600;80386;1;HomeImp;106526;1;119.592.291-1815
0;149,1946475;29;37,88226039;1;;Other;10600;31216;6;DebtCon;44716;8;110.294.129-1751
0;;;40,32588532;;;Other;10600;82894;;HomeImp;124359;7;119.592.291-1816
0;171,205079;28;24,55320617;0;0;Other;10600;54344;0;HomeImp;92742;19;110.294.129-1752
0;77,11428511;12;32,58746565;0;0;Other;10600;39061;0;DebtCon;50225;15;119.592.291-1817
1;87,85916929;13;36,39514815;4;0;ProfExe;10600;61294;2;DebtCon;82646;5;110.294.129-1753
0;85,23087649;33;40,45139254;0;0;Other;10600;46589;2;HomeImp;64559;8;119.592.291-1818
0;244,140509;11;24,20235008;0;0;ProfExe;10600;28264;0;HomeImp;86546;20;110.294.129-1754
0;170,3409741;20;37,79255503;0;0;Office;10600;44696;0;DebtCon;57686;0;119.592.291-1819
0;164,5676555;34;43,20495313;0;0;ProfExe;10600;61513;2;DebtCon;73143;2;110.294.129-1755
0;122,4835943;26;33,65164695;0;1;ProfExe;10600;82365;0;DebtCon;100272;3;119.592.291-1820
0;9,53414271;7;21,22321399;0;0;Self;10600;81151;;HomeImp;200459;14;110.294.129-1756
0;238,3144707;35;34,68038165;0;0;Other;10600;62909;1;HomeImp;81411;15;119.592.291-1821
1;224,2333333;39;;0;0;ProfExe;10600;53200;5;DebtCon;71000;2;110.294.129-1757
1;90,33333333;14;;0;0;Mgr;10600;22000;5;DebtCon;35200;13;119.592.291-1822
0;107,3740552;18;32,62568704;0;0;Mgr;10600;56814;1;DebtCon;66692;10;110.294.129-1758
0;68,35305606;22;38,0722099;0;0;ProfExe;10600;136820;1;DebtCon;201820;2;119.592.291-1823
0;197,709267;13;26,25188835;0;0;Other;10600;50662;1;DebtCon;62491;0;110.294.129-1759
0;84,83912605;10;30,8681375;0;0;Other;10600;43676;1;DebtCon;61576;6;119.592.291-1824
0;110,7716232;6;39,73578526;0;1;Other;10600;66590;0;HomeImp;77465;1;110.294.129-1760
0;244,2335301;29;32,6565313;0;3;Office;10600;46972;2;HomeImp;80147;12;119.592.291-1825
0;184,5725782;29;38,21903431;3;1;Office;10600;63245;3;DebtCon;82041;3;110.294.129-1761
0;92,97949051;34;37,31928931;0;0;ProfExe;10600;73844;0;HomeImp;107640;3;119.592.291-1826
0;173,6904615;33;30,95890574;1;;ProfExe;10600;120137;0;DebtCon;137090;17;110.294.129-1762
0;11,96373328;7;18,73208974;0;0;Self;10600;80397;;HomeImp;203341;14;119.592.291-1827
0;54,74662201;24;40,76038718;0;0;Mgr;10600;83217;2;DebtCon;101359;1;110.294.129-1763
0;249,8511899;10;39,52832634;0;0;Other;10600;27666;0;HomeImp;56218;3;119.592.291-1828
0;173,6252843;35;28,97180377;;;Other;10600;64546;;DebtCon;84576;0;110.294.129-1764
0;186,7575926;16;30,65574434;0;0;Mgr;10600;48018;1;DebtCon;68963;2;119.592.291-1829
0;98,37727819;15;26,24239431;0;0;Office;10600;56352;2;DebtCon;75277;5;110.294.129-1765
0;181,7689404;30;39,59414827;2;1;Office;10600;72022;3;DebtCon;82238;5;119.592.291-1830
0;116,5322893;19;31,54021826;0;0;Mgr;10600;58701;1;DebtCon;67967;10;110.294.129-1766
0;66,75832547;19;36,84646682;0;0;ProfExe;10700;85198;0;HomeImp;107044;0;119.592.291-1831
0;218,9816622;16;34,0153596;0;0;Other;10700;56197;1;HomeImp;79272;18;110.294.129-1767
0;225,8703521;19;34,13705457;0;0;Other;10700;126751;0;DebtCon;184554;8;119.592.291-1832
0;185,2567347;12;28,03080155;0;1;Other;10700;48322;2;DebtCon;64383;0;110.294.129-1768
0;13,58869396;8;19,58771055;0;0;Self;10700;83650;;HomeImp;203720;11;119.592.291-1833
0;222,6343392;19;33,96477734;0;0;Other;10700;124330;1;DebtCon;176350;8;110.294.129-1769
0;192,5968545;12;28,82864931;1;0;Other;10700;55341;0;HomeImp;78062;3;119.592.291-1834
1;46,27217596;17;25,44884453;0;0;Other;10700;55043;1;DebtCon;68609;2;110.294.129-1770
0;102,1474286;9;25,3840627;1;0;Office;10700;73996;0;DebtCon;92766;15;119.592.291-1835
0;133,9065052;17;36,18085758;0;0;Other;10700;59588;0;HomeImp;69166;6;110.294.129-1771
0;223,2;10;;0;0;Other;10700;49573;0;DebtCon;68125;2;119.592.291-1836
1;165,3333333;29;;0;0;ProfExe;10700;122000;7;DebtCon;148000;0,7;110.294.129-1772
1;230,3;8;;0;1;Other;10700;34000;8;HomeImp;49756;0,9;119.592.291-1837
0;126,8429349;35;26,00166533;0;0;Sales;10700;67523;0;DebtCon;85560;5;110.294.129-1773
1;73,6;18;;0;0;Other;10700;41144;1;DebtCon;59375;2;119.592.291-1838
0;95,03916828;34;40,39623344;0;0;Other;10700;50210;2;HomeImp;64838;9;110.294.129-1774
0;188,5339891;24;38,58937234;2;0;Other;10700;54091;0;HomeImp;67661;27;119.592.291-1839
0;190,0210849;55;34,69816239;0;0;Office;10700;147477;1;HomeImp;181050;6;110.294.129-1775
0;174,3418233;19;31,75799058;0;1;Self;10700;115118;0;DebtCon;124198;6;119.592.291-1840
0;178,6374675;19;31,88893638;1;0;Self;10700;110789;0;DebtCon;126781;6;110.294.129-1776
0;110,6774417;23;42,93929441;;;Mgr;10700;51224;;DebtCon;70399;5;119.592.291-1841
0;205,0076003;28;41,58720119;0;0;Office;10700;67065;3;DebtCon;96171;9;110.294.129-1777
0;144,8171746;28;36,78458201;1;;Other;10700;29569;7;DebtCon;47842;12;119.592.291-1842
0;236,3666667;22;;0;0;ProfExe;10800;199000;0;HomeImp;226000;11;110.294.129-1778
1;97,86132576;36;36,99638566;0;0;ProfExe;10800;64305;0;DebtCon;107374;9;119.592.291-1843
0;270,2651653;16;33,65829222;0;0;Office;10800;98568;0;;121994;15;110.294.129-1779
0;;;38,49024696;;;Mgr;10800;32870;;DebtCon;61572;;119.592.291-1844
1;179,89656;20;53,58488301;1;0;Self;10800;35602;1;DebtCon;73077;;110.294.129-1780
0;268,9;20;;0;0;Office;10800;11950;0;HomeImp;46780;24;119.592.291-1845
